Brood Year,Return Year,FreshwaterAge,OceanAge,RiverSystem,NumberOfReturns
1963,1965,0,1,Igushik,0
1963,1966,0,2,Igushik,0
1963,1967,0,3,Igushik,292
1963,1968,0,4,Igushik,0
1963,1969,0,5,Igushik,0
1963,1966,1,1,Igushik,0
1963,1967,1,2,Igushik,196558
1963,1968,1,3,Igushik,137346
1963,1969,1,4,Igushik,0
1963,1970,1,5,Igushik,0
1963,1967,2,1,Igushik,0
1963,1968,2,2,Igushik,22418
1963,1969,2,3,Igushik,11591
1963,1970,2,4,Igushik,0
1963,1968,3,1,Igushik,0
1963,1969,3,2,Igushik,0
1963,1970,3,3,Igushik,0
1963,1971,3,4,Igushik,0
1964,1966,0,1,Igushik,0
1964,1967,0,2,Igushik,105
1964,1968,0,3,Igushik,507
1964,1969,0,4,Igushik,0
1964,1970,0,5,Igushik,0
1964,1967,1,1,Igushik,0
1964,1968,1,2,Igushik,124313
1964,1969,1,3,Igushik,325005
1964,1970,1,4,Igushik,0
1964,1971,1,5,Igushik,0
1964,1968,2,1,Igushik,261
1964,1969,2,2,Igushik,103991
1964,1970,2,3,Igushik,28877
1964,1971,2,4,Igushik,0
1964,1969,3,1,Igushik,0
1964,1970,3,2,Igushik,0
1964,1971,3,3,Igushik,0
1964,1972,3,4,Igushik,0
1965,1967,0,1,Igushik,0
1965,1968,0,2,Igushik,0
1965,1969,0,3,Igushik,0
1965,1970,0,4,Igushik,0
1965,1971,0,5,Igushik,0
1965,1968,1,1,Igushik,299
1965,1969,1,2,Igushik,319406
1965,1970,1,3,Igushik,270050
1965,1971,1,4,Igushik,0
1965,1972,1,5,Igushik,0
1965,1969,2,1,Igushik,0
1965,1970,2,2,Igushik,168321
1965,1971,2,3,Igushik,52842
1965,1972,2,4,Igushik,0
1965,1970,3,1,Igushik,0
1965,1971,3,2,Igushik,0
1965,1972,3,3,Igushik,0
1965,1973,3,4,Igushik,0
1966,1968,0,1,Igushik,0
1966,1969,0,2,Igushik,0
1966,1970,0,3,Igushik,0
1966,1971,0,4,Igushik,0
1966,1972,0,5,Igushik,0
1966,1969,1,1,Igushik,0
1966,1970,1,2,Igushik,54401
1966,1971,1,3,Igushik,232637
1966,1972,1,4,Igushik,122
1966,1973,1,5,Igushik,0
1966,1970,2,1,Igushik,0
1966,1971,2,2,Igushik,5392
1966,1972,2,3,Igushik,8482
1966,1973,2,4,Igushik,0
1966,1971,3,1,Igushik,0
1966,1972,3,2,Igushik,0
1966,1973,3,3,Igushik,61
1966,1974,3,4,Igushik,0
1967,1969,0,1,Igushik,0
1967,1970,0,2,Igushik,356
1967,1971,0,3,Igushik,430
1967,1972,0,4,Igushik,0
1967,1973,0,5,Igushik,0
1967,1970,1,1,Igushik,0
1967,1971,1,2,Igushik,43479
1967,1972,1,3,Igushik,59861
1967,1973,1,4,Igushik,59
1967,1974,1,5,Igushik,0
1967,1971,2,1,Igushik,0
1967,1972,2,2,Igushik,10884
1967,1973,2,3,Igushik,10676
1967,1974,2,4,Igushik,0
1967,1972,3,1,Igushik,0
1967,1973,3,2,Igushik,0
1967,1974,3,3,Igushik,0
1967,1975,3,4,Igushik,0
1968,1970,0,1,Igushik,0
1968,1971,0,2,Igushik,452
1968,1972,0,3,Igushik,167
1968,1973,0,4,Igushik,31
1968,1974,0,5,Igushik,0
1968,1971,1,1,Igushik,0
1968,1972,1,2,Igushik,48450
1968,1973,1,3,Igushik,101707
1968,1974,1,4,Igushik,888
1968,1975,1,5,Igushik,0
1968,1972,2,1,Igushik,0
1968,1973,2,2,Igushik,513
1968,1974,2,3,Igushik,6715
1968,1975,2,4,Igushik,0
1968,1973,3,1,Igushik,0
1968,1974,3,2,Igushik,0
1968,1975,3,3,Igushik,0
1968,1976,3,4,Igushik,0
1969,1971,0,1,Igushik,0
1969,1972,0,2,Igushik,0
1969,1973,0,3,Igushik,88
1969,1974,0,4,Igushik,0
1969,1975,0,5,Igushik,0
1969,1972,1,1,Igushik,0
1969,1973,1,2,Igushik,830
1969,1974,1,3,Igushik,107254
1969,1975,1,4,Igushik,1387
1969,1976,1,5,Igushik,0
1969,1973,2,1,Igushik,0
1969,1974,2,2,Igushik,278332
1969,1975,2,3,Igushik,88831
1969,1976,2,4,Igushik,0
1969,1974,3,1,Igushik,0
1969,1975,3,2,Igushik,0
1969,1976,3,3,Igushik,0
1969,1977,3,4,Igushik,0
1970,1972,0,1,Igushik,0
1970,1973,0,2,Igushik,0
1970,1974,0,3,Igushik,321
1970,1975,0,4,Igushik,0
1970,1976,0,5,Igushik,0
1970,1973,1,1,Igushik,0
1970,1974,1,2,Igushik,36788
1970,1975,1,3,Igushik,144568
1970,1976,1,4,Igushik,0
1970,1977,1,5,Igushik,0
1970,1974,2,1,Igushik,299
1970,1975,2,2,Igushik,62987
1970,1976,2,3,Igushik,42459
1970,1977,2,4,Igushik,12
1970,1975,3,1,Igushik,0
1970,1976,3,2,Igushik,0
1970,1977,3,3,Igushik,0
1970,1978,3,4,Igushik,0
1971,1973,0,1,Igushik,0
1971,1974,0,2,Igushik,0
1971,1975,0,3,Igushik,1291
1971,1976,0,4,Igushik,0
1971,1977,0,5,Igushik,0
1971,1974,1,1,Igushik,0
1971,1975,1,2,Igushik,58279
1971,1976,1,3,Igushik,131521
1971,1977,1,4,Igushik,197
1971,1978,1,5,Igushik,0
1971,1975,2,1,Igushik,0
1971,1976,2,2,Igushik,39333
1971,1977,2,3,Igushik,28794
1971,1978,2,4,Igushik,0
1971,1976,3,1,Igushik,0
1971,1977,3,2,Igushik,0
1971,1978,3,3,Igushik,0
1971,1979,3,4,Igushik,0
1972,1974,0,1,Igushik,0
1972,1975,0,2,Igushik,93
1972,1976,0,3,Igushik,913
1972,1977,0,4,Igushik,61
1972,1978,0,5,Igushik,0
1972,1975,1,1,Igushik,0
1972,1976,1,2,Igushik,93771
1972,1977,1,3,Igushik,117097
1972,1978,1,4,Igushik,4097
1972,1979,1,5,Igushik,0
1972,1976,2,1,Igushik,0
1972,1977,2,2,Igushik,5306
1972,1978,2,3,Igushik,10712
1972,1979,2,4,Igushik,0
1972,1977,3,1,Igushik,0
1972,1978,3,2,Igushik,0
1972,1979,3,3,Igushik,0
1972,1980,3,4,Igushik,0
1973,1975,0,1,Igushik,0
1973,1976,0,2,Igushik,0
1973,1977,0,3,Igushik,1279
1973,1978,0,4,Igushik,866
1973,1979,0,5,Igushik,0
1973,1976,1,1,Igushik,0
1973,1977,1,2,Igushik,17241
1973,1978,1,3,Igushik,399007
1973,1979,1,4,Igushik,0
1973,1980,1,5,Igushik,0
1973,1977,2,1,Igushik,0
1973,1978,2,2,Igushik,14681
1973,1979,2,3,Igushik,18927
1973,1980,2,4,Igushik,0
1973,1978,3,1,Igushik,0
1973,1979,3,2,Igushik,0
1973,1980,3,3,Igushik,0
1973,1981,3,4,Igushik,0
1974,1976,0,1,Igushik,0
1974,1977,0,2,Igushik,49
1974,1978,0,3,Igushik,1356
1974,1979,0,4,Igushik,0
1974,1980,0,5,Igushik,0
1974,1977,1,1,Igushik,0
1974,1978,1,2,Igushik,412983
1974,1979,1,3,Igushik,589285
1974,1980,1,4,Igushik,1192
1974,1981,1,5,Igushik,0
1974,1978,2,1,Igushik,1370
1974,1979,2,2,Igushik,240733
1974,1980,2,3,Igushik,20162
1974,1981,2,4,Igushik,0
1974,1979,3,1,Igushik,0
1974,1980,3,2,Igushik,0
1974,1981,3,3,Igushik,0
1974,1982,3,4,Igushik,0
1975,1977,0,1,Igushik,0
1975,1978,0,2,Igushik,134
1975,1979,0,3,Igushik,0
1975,1980,0,4,Igushik,0
1975,1981,0,5,Igushik,0
1975,1978,1,1,Igushik,0
1975,1979,1,2,Igushik,543521
1975,1980,1,3,Igushik,1835022
1975,1981,1,4,Igushik,1199
1975,1982,1,5,Igushik,0
1975,1979,2,1,Igushik,0
1975,1980,2,2,Igushik,119242
1975,1981,2,3,Igushik,311785
1975,1982,2,4,Igushik,0
1975,1980,3,1,Igushik,0
1975,1981,3,2,Igushik,0
1975,1982,3,3,Igushik,0
1975,1983,3,4,Igushik,0
1976,1978,0,1,Igushik,0
1976,1979,0,2,Igushik,0
1976,1980,0,3,Igushik,0
1976,1981,0,4,Igushik,0
1976,1982,0,5,Igushik,0
1976,1979,1,1,Igushik,0
1976,1980,1,2,Igushik,412828
1976,1981,1,3,Igushik,741008
1976,1982,1,4,Igushik,8897
1976,1983,1,5,Igushik,0
1976,1980,2,1,Igushik,4261
1976,1981,2,2,Igushik,106555
1976,1982,2,3,Igushik,80921
1976,1983,2,4,Igushik,196
1976,1981,3,1,Igushik,0
1976,1982,3,2,Igushik,0
1976,1983,3,3,Igushik,0
1976,1984,3,4,Igushik,0
1977,1979,0,1,Igushik,0
1977,1980,0,2,Igushik,0
1977,1981,0,3,Igushik,2917
1977,1982,0,4,Igushik,0
1977,1983,0,5,Igushik,0
1977,1980,1,1,Igushik,773
1977,1981,1,2,Igushik,174667
1977,1982,1,3,Igushik,585308
1977,1983,1,4,Igushik,46621
1977,1984,1,5,Igushik,0
1977,1981,2,1,Igushik,0
1977,1982,2,2,Igushik,5600
1977,1983,2,3,Igushik,14540
1977,1984,2,4,Igushik,0
1977,1982,3,1,Igushik,0
1977,1983,3,2,Igushik,0
1977,1984,3,3,Igushik,0
1977,1985,3,4,Igushik,0
1978,1980,0,1,Igushik,0
1978,1981,0,2,Igushik,0
1978,1982,0,3,Igushik,0
1978,1983,0,4,Igushik,0
1978,1984,0,5,Igushik,0
1978,1981,1,1,Igushik,0
1978,1982,1,2,Igushik,36011
1978,1983,1,3,Igushik,368460
1978,1984,1,4,Igushik,73
1978,1985,1,5,Igushik,0
1978,1982,2,1,Igushik,0
1978,1983,2,2,Igushik,146031
1978,1984,2,3,Igushik,11700
1978,1985,2,4,Igushik,0
1978,1983,3,1,Igushik,0
1978,1984,3,2,Igushik,0
1978,1985,3,3,Igushik,0
1978,1986,3,4,Igushik,0
1979,1981,0,1,Igushik,0
1979,1982,0,2,Igushik,0
1979,1983,0,3,Igushik,196
1979,1984,0,4,Igushik,0
1979,1985,0,5,Igushik,0
1979,1982,1,1,Igushik,0
1979,1983,1,2,Igushik,611312
1979,1984,1,3,Igushik,263565
1979,1985,1,4,Igushik,0
1979,1986,1,5,Igushik,0
1979,1983,2,1,Igushik,0
1979,1984,2,2,Igushik,10184
1979,1985,2,3,Igushik,11078
1979,1986,2,4,Igushik,0
1979,1984,3,1,Igushik,0
1979,1985,3,2,Igushik,140
1979,1986,3,3,Igushik,0
1979,1987,3,4,Igushik,0
1980,1982,0,1,Igushik,0
1980,1983,0,2,Igushik,0
1980,1984,0,3,Igushik,0
1980,1985,0,4,Igushik,0
1980,1986,0,5,Igushik,0
1980,1983,1,1,Igushik,0
1980,1984,1,2,Igushik,14270
1980,1985,1,3,Igushik,353924
1980,1986,1,4,Igushik,0
1980,1987,1,5,Igushik,0
1980,1984,2,1,Igushik,0
1980,1985,2,2,Igushik,34537
1980,1986,2,3,Igushik,41072
1980,1987,2,4,Igushik,0
1980,1985,3,1,Igushik,0
1980,1986,3,2,Igushik,0
1980,1987,3,3,Igushik,0
1980,1988,3,4,Igushik,0
1981,1983,0,1,Igushik,0
1981,1984,0,2,Igushik,0
1981,1985,0,3,Igushik,0
1981,1986,0,4,Igushik,0
1981,1987,0,5,Igushik,0
1981,1984,1,1,Igushik,0
1981,1985,1,2,Igushik,243467
1981,1986,1,3,Igushik,502783
1981,1987,1,4,Igushik,51416
1981,1988,1,5,Igushik,0
1981,1985,2,1,Igushik,0
1981,1986,2,2,Igushik,6742
1981,1987,2,3,Igushik,34236
1981,1988,2,4,Igushik,0
1981,1986,3,1,Igushik,0
1981,1987,3,2,Igushik,0
1981,1988,3,3,Igushik,0
1981,1989,3,4,Igushik,0
1982,1984,0,1,Igushik,0
1982,1985,0,2,Igushik,0
1982,1986,0,3,Igushik,6544
1982,1987,0,4,Igushik,0
1982,1988,0,5,Igushik,0
1982,1985,1,1,Igushik,0
1982,1986,1,2,Igushik,50848
1982,1987,1,3,Igushik,272741
1982,1988,1,4,Igushik,1045
1982,1989,1,5,Igushik,0
1982,1986,2,1,Igushik,0
1982,1987,2,2,Igushik,7067
1982,1988,2,3,Igushik,8363
1982,1989,2,4,Igushik,0
1982,1987,3,1,Igushik,0
1982,1988,3,2,Igushik,0
1982,1989,3,3,Igushik,0
1982,1990,3,4,Igushik,0
1983,1985,0,1,Igushik,0
1983,1986,0,2,Igushik,1151
1983,1987,0,3,Igushik,0
1983,1988,0,4,Igushik,27
1983,1989,0,5,Igushik,0
1983,1986,1,1,Igushik,0
1983,1987,1,2,Igushik,105984
1983,1988,1,3,Igushik,247075
1983,1989,1,4,Igushik,1685
1983,1990,1,5,Igushik,0
1983,1987,2,1,Igushik,0
1983,1988,2,2,Igushik,6211
1983,1989,2,3,Igushik,28971
1983,1990,2,4,Igushik,0
1983,1988,3,1,Igushik,0
1983,1989,3,2,Igushik,0
1983,1990,3,3,Igushik,0
1983,1991,3,4,Igushik,0
1984,1986,0,1,Igushik,0
1984,1987,0,2,Igushik,0
1984,1988,0,3,Igushik,232
1984,1989,0,4,Igushik,0
1984,1990,0,5,Igushik,0
1984,1987,1,1,Igushik,0
1984,1988,1,2,Igushik,30298
1984,1989,1,3,Igushik,419161
1984,1990,1,4,Igushik,3267
1984,1991,1,5,Igushik,0
1984,1988,2,1,Igushik,0
1984,1989,2,2,Igushik,52282
1984,1990,2,3,Igushik,16033
1984,1991,2,4,Igushik,1680
1984,1989,3,1,Igushik,0
1984,1990,3,2,Igushik,0
1984,1991,3,3,Igushik,0
1984,1992,3,4,Igushik,0
1985,1987,0,1,Igushik,0
1985,1988,0,2,Igushik,0
1985,1989,0,3,Igushik,6293
1985,1990,0,4,Igushik,0
1985,1991,0,5,Igushik,0
1985,1988,1,1,Igushik,0
1985,1989,1,2,Igushik,395498
1985,1990,1,3,Igushik,639188
1985,1991,1,4,Igushik,5889
1985,1992,1,5,Igushik,0
1985,1989,2,1,Igushik,0
1985,1990,2,2,Igushik,50116
1985,1991,2,3,Igushik,41160
1985,1992,2,4,Igushik,809
1985,1990,3,1,Igushik,0
1985,1991,3,2,Igushik,0
1985,1992,3,3,Igushik,0
1985,1993,3,4,Igushik,0
1986,1988,0,1,Igushik,0
1986,1989,0,2,Igushik,2705
1986,1990,0,3,Igushik,8615
1986,1991,0,4,Igushik,2213
1986,1992,0,5,Igushik,0
1986,1989,1,1,Igushik,0
1986,1990,1,2,Igushik,157348
1986,1991,1,3,Igushik,1497275
1986,1992,1,4,Igushik,7475
1986,1993,1,5,Igushik,0
1986,1990,2,1,Igushik,0
1986,1991,2,2,Igushik,9445
1986,1992,2,3,Igushik,15520
1986,1993,2,4,Igushik,0
1986,1991,3,1,Igushik,0
1986,1992,3,2,Igushik,0
1986,1993,3,3,Igushik,0
1986,1994,3,4,Igushik,0
1987,1989,0,1,Igushik,0
1987,1990,0,2,Igushik,1607
1987,1991,0,3,Igushik,12589
1987,1992,0,4,Igushik,0
1987,1993,0,5,Igushik,0
1987,1990,1,1,Igushik,0
1987,1991,1,2,Igushik,75588
1987,1992,1,3,Igushik,338281
1987,1993,1,4,Igushik,5679
1987,1994,1,5,Igushik,0
1987,1991,2,1,Igushik,0
1987,1992,2,2,Igushik,2145
1987,1993,2,3,Igushik,9626
1987,1994,2,4,Igushik,0
1987,1992,3,1,Igushik,0
1987,1993,3,2,Igushik,0
1987,1994,3,3,Igushik,0
1987,1995,3,4,Igushik,0
1988,1990,0,1,Igushik,0
1988,1991,0,2,Igushik,0
1988,1992,0,3,Igushik,0
1988,1993,0,4,Igushik,91
1988,1994,0,5,Igushik,0
1988,1991,1,1,Igushik,0
1988,1992,1,2,Igushik,105973
1988,1993,1,3,Igushik,479542
1988,1994,1,4,Igushik,1659
1988,1995,1,5,Igushik,0
1988,1992,2,1,Igushik,0
1988,1993,2,2,Igushik,5734
1988,1994,2,3,Igushik,21898
1988,1995,2,4,Igushik,0
1988,1993,3,1,Igushik,0
1988,1994,3,2,Igushik,0
1988,1995,3,3,Igushik,0
1988,1996,3,4,Igushik,0
1989,1991,0,1,Igushik,0
1989,1992,0,2,Igushik,145
1989,1993,0,3,Igushik,2991
1989,1994,0,4,Igushik,0
1989,1995,0,5,Igushik,0
1989,1992,1,1,Igushik,0
1989,1993,1,2,Igushik,213200
1989,1994,1,3,Igushik,693503
1989,1995,1,4,Igushik,5198
1989,1996,1,5,Igushik,0
1989,1993,2,1,Igushik,0
1989,1994,2,2,Igushik,48454
1989,1995,2,3,Igushik,28293
1989,1996,2,4,Igushik,0
1989,1994,3,1,Igushik,0
1989,1995,3,2,Igushik,0
1989,1996,3,3,Igushik,0
1989,1997,3,4,Igushik,0
1990,1992,0,1,Igushik,0
1990,1993,0,2,Igushik,46
1990,1994,0,3,Igushik,3116
1990,1995,0,4,Igushik,0
1990,1996,0,5,Igushik,0
1990,1993,1,1,Igushik,166
1990,1994,1,2,Igushik,138198
1990,1995,1,3,Igushik,883941
1990,1996,1,4,Igushik,2186
1990,1997,1,5,Igushik,0
1990,1994,2,1,Igushik,0
1990,1995,2,2,Igushik,95135
1990,1996,2,3,Igushik,106710
1990,1997,2,4,Igushik,0
1990,1995,3,1,Igushik,0
1990,1996,3,2,Igushik,0
1990,1997,3,3,Igushik,0
1990,1998,3,4,Igushik,0
1991,1993,0,1,Igushik,0
1991,1994,0,2,Igushik,0
1991,1995,0,3,Igushik,905
1991,1996,0,4,Igushik,0
1991,1997,0,5,Igushik,0
1991,1994,1,1,Igushik,0
1991,1995,1,2,Igushik,170953
1991,1996,1,3,Igushik,798731
1991,1997,1,4,Igushik,2464
1991,1998,1,5,Igushik,0
1991,1995,2,1,Igushik,0
1991,1996,2,2,Igushik,2065
1991,1997,2,3,Igushik,8821
1991,1998,2,4,Igushik,0
1991,1996,3,1,Igushik,0
1991,1997,3,2,Igushik,0
1991,1998,3,3,Igushik,0
1991,1999,3,4,Igushik,0
1992,1994,0,1,Igushik,0
1992,1995,0,2,Igushik,0
1992,1996,0,3,Igushik,2985
1992,1997,0,4,Igushik,0
1992,1998,0,5,Igushik,0
1992,1995,1,1,Igushik,0
1992,1996,1,2,Igushik,30018
1992,1997,1,3,Igushik,91714
1992,1998,1,4,Igushik,323
1992,1999,1,5,Igushik,0
1992,1996,2,1,Igushik,0
1992,1997,2,2,Igushik,5335
1992,1998,2,3,Igushik,9187
1992,1999,2,4,Igushik,0
1992,1997,3,1,Igushik,0
1992,1998,3,2,Igushik,0
1992,1999,3,3,Igushik,0
1992,2000,3,4,Igushik,0
1993,1995,0,1,Igushik,0
1993,1996,0,2,Igushik,0
1993,1997,0,3,Igushik,0
1993,1998,0,4,Igushik,0
1993,1999,0,5,Igushik,0
1993,1996,1,1,Igushik,0
1993,1997,1,2,Igushik,100426
1993,1998,1,3,Igushik,239151
1993,1999,1,4,Igushik,0
1993,2000,1,5,Igushik,0
1993,1997,2,1,Igushik,0
1993,1998,2,2,Igushik,13737
1993,1999,2,3,Igushik,4862
1993,2000,2,4,Igushik,0
1993,1998,3,1,Igushik,0
1993,1999,3,2,Igushik,0
1993,2000,3,3,Igushik,0
1993,2001,3,4,Igushik,0
1994,1996,0,1,Igushik,0
1994,1997,0,2,Igushik,0
1994,1998,0,3,Igushik,0
1994,1999,0,4,Igushik,0
1994,2000,0,5,Igushik,0
1994,1997,1,1,Igushik,0
1994,1998,1,2,Igushik,163637
1994,1999,1,3,Igushik,435419
1994,2000,1,4,Igushik,1001
1994,2001,1,5,Igushik,0
1994,1998,2,1,Igushik,0
1994,1999,2,2,Igushik,42976
1994,2000,2,3,Igushik,16920
1994,2001,2,4,Igushik,0
1994,1999,3,1,Igushik,0
1994,2000,3,2,Igushik,0
1994,2001,3,3,Igushik,0
1994,2002,3,4,Igushik,0
1995,1997,0,1,Igushik,0
1995,1998,0,2,Igushik,0
1995,1999,0,3,Igushik,0
1995,2000,0,4,Igushik,0
1995,2001,0,5,Igushik,0
1995,1998,1,1,Igushik,0
1995,1999,1,2,Igushik,376062
1995,2000,1,3,Igushik,881256
1995,2001,1,4,Igushik,5961
1995,2002,1,5,Igushik,0
1995,1999,2,1,Igushik,0
1995,2000,2,2,Igushik,6531
1995,2001,2,3,Igushik,8446
1995,2002,2,4,Igushik,0
1995,2000,3,1,Igushik,0
1995,2001,3,2,Igushik,0
1995,2002,3,3,Igushik,0
1995,2003,3,4,Igushik,0
1996,1998,0,1,Igushik,0
1996,1999,0,2,Igushik,0
1996,2000,0,3,Igushik,0
1996,2001,0,4,Igushik,0
1996,2002,0,5,Igushik,0
1996,1999,1,1,Igushik,0
1996,2000,1,2,Igushik,77032
1996,2001,1,3,Igushik,800393
1996,2002,1,4,Igushik,2787
1996,2003,1,5,Igushik,0
1996,2000,2,1,Igushik,0
1996,2001,2,2,Igushik,807
1996,2002,2,3,Igushik,5344
1996,2003,2,4,Igushik,63
1996,2001,3,1,Igushik,0
1996,2002,3,2,Igushik,0
1996,2003,3,3,Igushik,0
1996,2004,3,4,Igushik,0
1997,1999,0,1,Igushik,0
1997,2000,0,2,Igushik,0
1997,2001,0,3,Igushik,1199
1997,2002,0,4,Igushik,0
1997,2003,0,5,Igushik,0
1997,2000,1,1,Igushik,0
1997,2001,1,2,Igushik,1927
1997,2002,1,3,Igushik,51668
1997,2003,1,4,Igushik,1857
1997,2004,1,5,Igushik,0
1997,2001,2,1,Igushik,0
1997,2002,2,2,Igushik,9522
1997,2003,2,3,Igushik,33171
1997,2004,2,4,Igushik,0
1997,2002,3,1,Igushik,0
1997,2003,3,2,Igushik,0
1997,2004,3,3,Igushik,0
1997,2005,3,4,Igushik,0
1998,2000,0,1,Igushik,0
1998,2001,0,2,Igushik,0
1998,2002,0,3,Igushik,0
1998,2003,0,4,Igushik,0
1998,2004,0,5,Igushik,0
1998,2001,1,1,Igushik,0
1998,2002,1,2,Igushik,130362
1998,2003,1,3,Igushik,393266
1998,2004,1,4,Igushik,2298
1998,2005,1,5,Igushik,0
1998,2002,2,1,Igushik,0
1998,2003,2,2,Igushik,2907
1998,2004,2,3,Igushik,7521
1998,2005,2,4,Igushik,0
1998,2003,3,1,Igushik,0
1998,2004,3,2,Igushik,0
1998,2005,3,3,Igushik,0
1998,2006,3,4,Igushik,0
1999,2001,0,1,Igushik,0
1999,2002,0,2,Igushik,0
1999,2003,0,3,Igushik,0
1999,2004,0,4,Igushik,0
1999,2005,0,5,Igushik,0
1999,2002,1,1,Igushik,0
1999,2003,1,2,Igushik,60852
1999,2004,1,3,Igushik,146840
1999,2005,1,4,Igushik,0
1999,2006,1,5,Igushik,0
1999,2003,2,1,Igushik,67
1999,2004,2,2,Igushik,58392
1999,2005,2,3,Igushik,96336
1999,2006,2,4,Igushik,0
1999,2004,3,1,Igushik,0
1999,2005,3,2,Igushik,0
1999,2006,3,3,Igushik,0
1999,2007,3,4,Igushik,0
2000,2002,0,1,Igushik,0
2000,2003,0,2,Igushik,0
2000,2004,0,3,Igushik,0
2000,2005,0,4,Igushik,0
2000,2006,0,5,Igushik,0
2000,2003,1,1,Igushik,0
2000,2004,1,2,Igushik,53303
2000,2005,1,3,Igushik,660546
2000,2006,1,4,Igushik,3360
2000,2007,1,5,Igushik,0
2000,2004,2,1,Igushik,0
2000,2005,2,2,Igushik,12377
2000,2006,2,3,Igushik,38294
2000,2007,2,4,Igushik,0
2000,2005,3,1,Igushik,0
2000,2006,3,2,Igushik,0
2000,2007,3,3,Igushik,0
2000,2008,3,4,Igushik,0
2001,2003,0,1,Igushik,0
2001,2004,0,2,Igushik,0
2001,2005,0,3,Igushik,0
2001,2006,0,4,Igushik,366
2001,2007,0,5,Igushik,0
2001,2004,1,1,Igushik,0
2001,2005,1,2,Igushik,31827
2001,2006,1,3,Igushik,444415
2001,2007,1,4,Igushik,2298
2001,2008,1,5,Igushik,0
2001,2005,2,1,Igushik,0
2001,2006,2,2,Igushik,7838
2001,2007,2,3,Igushik,3462
2001,2008,2,4,Igushik,0
2001,2006,3,1,Igushik,0
2001,2007,3,2,Igushik,0
2001,2008,3,3,Igushik,0
2001,2009,3,4,Igushik,0
2002,2004,0,1,Igushik,0
2002,2005,0,2,Igushik,0
2002,2006,0,3,Igushik,0
2002,2007,0,4,Igushik,0
2002,2008,0,5,Igushik,0
2002,2005,1,1,Igushik,0
2002,2006,1,2,Igushik,236714
2002,2007,1,3,Igushik,161990
2002,2008,1,4,Igushik,4868
2002,2009,1,5,Igushik,0
2002,2006,2,1,Igushik,0
2002,2007,2,2,Igushik,34264
2002,2008,2,3,Igushik,10368
2002,2009,2,4,Igushik,0
2002,2007,3,1,Igushik,0
2002,2008,3,2,Igushik,0
2002,2009,3,3,Igushik,0
2002,2010,3,4,Igushik,0
2003,2005,0,1,Igushik,0
2003,2006,0,2,Igushik,0
2003,2007,0,3,Igushik,0
2003,2008,0,4,Igushik,0
2003,2009,0,5,Igushik,0
2003,2006,1,1,Igushik,0
2003,2007,1,2,Igushik,654572
2003,2008,1,3,Igushik,1121889
2003,2009,1,4,Igushik,423
2003,2010,1,5,Igushik,0
2003,2007,2,1,Igushik,0
2003,2008,2,2,Igushik,1843
2003,2009,2,3,Igushik,20330
2003,2010,2,4,Igushik,0
2003,2008,3,1,Igushik,0
2003,2009,3,2,Igushik,0
2003,2010,3,3,Igushik,0
2003,2011,3,4,Igushik,0
2004,2006,0,1,Igushik,0
2004,2007,0,2,Igushik,0
2004,2008,0,3,Igushik,0
2004,2009,0,4,Igushik,0
2004,2010,0,5,Igushik,0
2004,2007,1,1,Igushik,0
2004,2008,1,2,Igushik,546429
2004,2009,1,3,Igushik,646647
2004,2010,1,4,Igushik,1186
2004,2011,1,5,Igushik,0
2004,2008,2,1,Igushik,0
2004,2009,2,2,Igushik,12172
2004,2010,2,3,Igushik,20819
2004,2011,2,4,Igushik,0
2004,2009,3,1,Igushik,0
2004,2010,3,2,Igushik,0
2004,2011,3,3,Igushik,0
2004,2012,3,4,Igushik,0
2005,2007,0,1,Igushik,0
2005,2008,0,2,Igushik,0
2005,2009,0,3,Igushik,0
2005,2010,0,4,Igushik,0
2005,2011,0,5,Igushik,0
2005,2008,1,1,Igushik,0
2005,2009,1,2,Igushik,236271
2005,2010,1,3,Igushik,1290181
2005,2011,1,4,Igushik,2816
2005,2012,1,5,Igushik,0
2005,2009,2,1,Igushik,0
2005,2010,2,2,Igushik,29949
2005,2011,2,3,Igushik,62822
2005,2012,2,4,Igushik,0
2005,2010,3,1,Igushik,574
2005,2011,3,2,Igushik,432
2005,2012,3,3,Igushik,0
2005,2013,3,4,Igushik,0
2006,2008,0,1,Igushik,0
2006,2009,0,2,Igushik,0
2006,2010,0,3,Igushik,1232
2006,2011,0,4,Igushik,0
2006,2012,0,5,Igushik,0
2006,2009,1,1,Igushik,0
2006,2010,1,2,Igushik,196855
2006,2011,1,3,Igushik,1000434
2006,2012,1,4,Igushik,3115
2006,2013,1,5,Igushik,0
2006,2010,2,1,Igushik,0
2006,2011,2,2,Igushik,23181
2006,2012,2,3,Igushik,18067
2006,2013,2,4,Igushik,0
2006,2011,3,1,Igushik,0
2006,2012,3,2,Igushik,0
2006,2013,3,3,Igushik,0
2006,2014,3,4,Igushik,0
2007,2009,0,1,Igushik,0
2007,2010,0,2,Igushik,0
2007,2011,0,3,Igushik,0
2007,2012,0,4,Igushik,0
2007,2013,0,5,Igushik,0
2007,2010,1,1,Igushik,0
2007,2011,1,2,Igushik,208047
2007,2012,1,3,Igushik,623828
2007,2013,1,4,Igushik,1175
2007,2014,1,5,Igushik,0
2007,2011,2,1,Igushik,0
2007,2012,2,2,Igushik,20123
2007,2013,2,3,Igushik,10416
2007,2014,2,4,Igushik,333
2007,2012,3,1,Igushik,0
