Brood Year,Return Year,FreshwaterAge,OceanAge,RiverSystem,NumberOfReturns
1971,1978,1,5,Nushagak,0
1971,1975,2,1,Nushagak,1
1971,1976,2,2,Nushagak,28355
1971,1977,2,3,Nushagak,157501
1971,1978,2,4,Nushagak,0
1971,1976,3,1,Nushagak,0
1971,1977,3,2,Nushagak,0
1971,1978,3,3,Nushagak,0
1971,1979,3,4,Nushagak,0
1972,1974,0,1,Nushagak,0
1972,1975,0,2,Nushagak,3598
1972,1976,0,3,Nushagak,75229
1972,1977,0,4,Nushagak,887
1972,1978,0,5,Nushagak,128
1972,1975,1,1,Nushagak,0
1972,1976,1,2,Nushagak,71034
1972,1977,1,3,Nushagak,863255
1972,1978,1,4,Nushagak,0
1972,1979,1,5,Nushagak,0
1972,1976,2,1,Nushagak,0
1972,1977,2,2,Nushagak,46130
1972,1978,2,3,Nushagak,87718
1972,1979,2,4,Nushagak,0
1972,1977,3,1,Nushagak,0
1972,1978,3,2,Nushagak,0
1972,1979,3,3,Nushagak,0
1972,1980,3,4,Nushagak,0
1973,1975,0,1,Nushagak,0
1973,1976,0,2,Nushagak,4046
1973,1977,0,3,Nushagak,25302
1973,1978,0,4,Nushagak,1816
1973,1979,0,5,Nushagak,0
1973,1976,1,1,Nushagak,0
1973,1977,1,2,Nushagak,0
1973,1978,1,3,Nushagak,1231778
1973,1979,1,4,Nushagak,12062
1973,1980,1,5,Nushagak,0
1973,1977,2,1,Nushagak,0
1973,1978,2,2,Nushagak,61562
1973,1979,2,3,Nushagak,43019
1973,1980,2,4,Nushagak,0
1973,1978,3,1,Nushagak,0
1973,1979,3,2,Nushagak,605
1973,1980,3,3,Nushagak,0
1973,1981,3,4,Nushagak,0
1974,1976,0,1,Nushagak,0
1974,1977,0,2,Nushagak,1112
1974,1978,0,3,Nushagak,0
1974,1979,0,4,Nushagak,0
1974,1980,0,5,Nushagak,0
1974,1977,1,1,Nushagak,0
1974,1978,1,2,Nushagak,0
1974,1979,1,3,Nushagak,70
1974,1980,1,4,Nushagak,0
1974,1981,1,5,Nushagak,0
1974,1978,2,1,Nushagak,0
1974,1979,2,2,Nushagak,347528
1974,1980,2,3,Nushagak,34914
1974,1981,2,4,Nushagak,0
1974,1979,3,1,Nushagak,0
1974,1980,3,2,Nushagak,0
1974,1981,3,3,Nushagak,0
1974,1982,3,4,Nushagak,0
1975,1977,0,1,Nushagak,0
1975,1978,0,2,Nushagak,15231
1975,1979,0,3,Nushagak,16604
1975,1980,0,4,Nushagak,13548
1975,1981,0,5,Nushagak,0
1975,1978,1,1,Nushagak,33598
1975,1979,1,2,Nushagak,622880
1975,1980,1,3,Nushagak,4934293
1975,1981,1,4,Nushagak,95363
1975,1982,1,5,Nushagak,0
1975,1979,2,1,Nushagak,0
1975,1980,2,2,Nushagak,154757
1975,1981,2,3,Nushagak,108875
1975,1982,2,4,Nushagak,0
1975,1980,3,1,Nushagak,0
1975,1981,3,2,Nushagak,0
1975,1982,3,3,Nushagak,0
1975,1983,3,4,Nushagak,0
1976,1978,0,1,Nushagak,0
1976,1979,0,2,Nushagak,6033
1976,1980,0,3,Nushagak,62381
1976,1981,0,4,Nushagak,0
1976,1982,0,5,Nushagak,2596
1976,1979,1,1,Nushagak,0
1976,1980,1,2,Nushagak,190047
1976,1981,1,3,Nushagak,3422923
1976,1982,1,4,Nushagak,57970
1976,1983,1,5,Nushagak,0
1976,1980,2,1,Nushagak,0
1976,1981,2,2,Nushagak,203260
1976,1982,2,3,Nushagak,406715
1976,1983,2,4,Nushagak,0
1976,1981,3,1,Nushagak,0
1976,1982,3,2,Nushagak,0
1976,1983,3,3,Nushagak,0
1976,1984,3,4,Nushagak,0
1977,1979,0,1,Nushagak,0
1977,1980,0,2,Nushagak,0
1977,1981,0,3,Nushagak,16136
1977,1982,0,4,Nushagak,63770
1977,1983,0,5,Nushagak,0
1977,1980,1,1,Nushagak,0
1977,1981,1,2,Nushagak,21274
1977,1982,1,3,Nushagak,3028330
1977,1983,1,4,Nushagak,92537
1977,1984,1,5,Nushagak,0
1977,1981,2,1,Nushagak,7964
1977,1982,2,2,Nushagak,0
1977,1983,2,3,Nushagak,6077
1977,1984,2,4,Nushagak,0
1977,1982,3,1,Nushagak,0
1977,1983,3,2,Nushagak,0
1977,1984,3,3,Nushagak,0
1977,1985,3,4,Nushagak,0
1978,1980,0,1,Nushagak,0
1978,1981,0,2,Nushagak,0
1978,1982,0,3,Nushagak,345825
1978,1983,0,4,Nushagak,133718
1978,1984,0,5,Nushagak,0
1978,1981,1,1,Nushagak,0
1978,1982,1,2,Nushagak,89106
1978,1983,1,3,Nushagak,933192
1978,1984,1,4,Nushagak,0
1978,1985,1,5,Nushagak,0
1978,1982,2,1,Nushagak,0
1978,1983,2,2,Nushagak,11883
1978,1984,2,3,Nushagak,0
1978,1985,2,4,Nushagak,0
1978,1983,3,1,Nushagak,0
1978,1984,3,2,Nushagak,0
1978,1985,3,3,Nushagak,0
1978,1986,3,4,Nushagak,0
1979,1981,0,1,Nushagak,0
1979,1982,0,2,Nushagak,72863
1979,1983,0,3,Nushagak,529084
1979,1984,0,4,Nushagak,0
1979,1985,0,5,Nushagak,0
1979,1982,1,1,Nushagak,0
1979,1983,1,2,Nushagak,430997
1979,1984,1,3,Nushagak,767683
1979,1985,1,4,Nushagak,45526
1979,1986,1,5,Nushagak,0
1979,1983,2,1,Nushagak,0
1979,1984,2,2,Nushagak,0
1979,1985,2,3,Nushagak,0
1979,1986,2,4,Nushagak,0
1979,1984,3,1,Nushagak,0
1979,1985,3,2,Nushagak,0
1979,1986,3,3,Nushagak,0
1979,1987,3,4,Nushagak,0
1980,1982,0,1,Nushagak,0
1980,1983,0,2,Nushagak,22436
1980,1984,0,3,Nushagak,523065
1980,1985,0,4,Nushagak,34504
1980,1986,0,5,Nushagak,0
1980,1983,1,1,Nushagak,0
1980,1984,1,2,Nushagak,19768
1980,1985,1,3,Nushagak,312947
1980,1986,1,4,Nushagak,8820
1980,1987,1,5,Nushagak,0
1980,1984,2,1,Nushagak,0
1980,1985,2,2,Nushagak,167393
1980,1986,2,3,Nushagak,121331
1980,1987,2,4,Nushagak,0
1980,1985,3,1,Nushagak,0
1980,1986,3,2,Nushagak,0
1980,1987,3,3,Nushagak,0
1980,1988,3,4,Nushagak,0
1981,1983,0,1,Nushagak,0
1981,1984,0,2,Nushagak,30304
1981,1985,0,3,Nushagak,101602
1981,1986,0,4,Nushagak,8931
1981,1987,0,5,Nushagak,0
1981,1984,1,1,Nushagak,0
1981,1985,1,2,Nushagak,250006
1981,1986,1,3,Nushagak,1576925
1981,1987,1,4,Nushagak,5804
1981,1988,1,5,Nushagak,0
1981,1985,2,1,Nushagak,0
1981,1986,2,2,Nushagak,2612
1981,1987,2,3,Nushagak,0
1981,1988,2,4,Nushagak,573
1981,1986,3,1,Nushagak,0
1981,1987,3,2,Nushagak,0
1981,1988,3,3,Nushagak,0
1981,1989,3,4,Nushagak,0
1982,1984,0,1,Nushagak,0
1982,1985,0,2,Nushagak,82470
1982,1986,0,3,Nushagak,420279
1982,1987,0,4,Nushagak,34031
1982,1988,0,5,Nushagak,0
1982,1985,1,1,Nushagak,1195
1982,1986,1,2,Nushagak,125109
1982,1987,1,3,Nushagak,594091
1982,1988,1,4,Nushagak,71345
1982,1989,1,5,Nushagak,0
1982,1986,2,1,Nushagak,0
1982,1987,2,2,Nushagak,0
1982,1988,2,3,Nushagak,6628
1982,1989,2,4,Nushagak,0
1982,1987,3,1,Nushagak,0
1982,1988,3,2,Nushagak,0
1982,1989,3,3,Nushagak,0
1982,1990,3,4,Nushagak,0
1983,1985,0,1,Nushagak,0
1983,1986,0,2,Nushagak,115055
1983,1987,0,3,Nushagak,502453
1983,1988,0,4,Nushagak,111520
1983,1989,0,5,Nushagak,0
1983,1986,1,1,Nushagak,276
1983,1987,1,2,Nushagak,233673
1983,1988,1,3,Nushagak,543194
1983,1989,1,4,Nushagak,17210
1983,1990,1,5,Nushagak,0
1983,1987,2,1,Nushagak,0
1983,1988,2,2,Nushagak,5890
1983,1989,2,3,Nushagak,19467
1983,1990,2,4,Nushagak,0
1983,1988,3,1,Nushagak,0
1983,1989,3,2,Nushagak,0
1983,1990,3,3,Nushagak,0
1983,1991,3,4,Nushagak,0
1984,1986,0,1,Nushagak,0
1984,1987,0,2,Nushagak,10147
1984,1988,0,3,Nushagak,218564
1984,1989,0,4,Nushagak,26533
1984,1990,0,5,Nushagak,0
1984,1987,1,1,Nushagak,0
1984,1988,1,2,Nushagak,46771
1984,1989,1,3,Nushagak,432523
1984,1990,1,4,Nushagak,20858
1984,1991,1,5,Nushagak,0
1984,1988,2,1,Nushagak,0
1984,1989,2,2,Nushagak,3962
1984,1990,2,3,Nushagak,1890
1984,1991,2,4,Nushagak,0
1984,1989,3,1,Nushagak,0
1984,1990,3,2,Nushagak,0
1984,1991,3,3,Nushagak,0
1984,1992,3,4,Nushagak,0
1985,1987,0,1,Nushagak,0
1985,1988,0,2,Nushagak,85591
1985,1989,0,3,Nushagak,533285
1985,1990,0,4,Nushagak,63475
1985,1991,0,5,Nushagak,0
1985,1988,1,1,Nushagak,0
1985,1989,1,2,Nushagak,63478
1985,1990,1,3,Nushagak,638819
1985,1991,1,4,Nushagak,18464
1985,1992,1,5,Nushagak,0
1985,1989,2,1,Nushagak,0
1985,1990,2,2,Nushagak,2858
1985,1991,2,3,Nushagak,10900
1985,1992,2,4,Nushagak,0
1985,1990,3,1,Nushagak,0
1985,1991,3,2,Nushagak,0
1985,1992,3,3,Nushagak,0
1985,1993,3,4,Nushagak,0
1986,1988,0,1,Nushagak,0
1986,1989,0,2,Nushagak,94281
1986,1990,0,3,Nushagak,803990
1986,1991,0,4,Nushagak,54040
1986,1992,0,5,Nushagak,0
1986,1989,1,1,Nushagak,0
1986,1990,1,2,Nushagak,98020
1986,1991,1,3,Nushagak,791155
1986,1992,1,4,Nushagak,200174
1986,1993,1,5,Nushagak,0
1986,1990,2,1,Nushagak,0
1986,1991,2,2,Nushagak,0
1986,1992,2,3,Nushagak,50092
1986,1993,2,4,Nushagak,820
1986,1991,3,1,Nushagak,0
1986,1992,3,2,Nushagak,0
1986,1993,3,3,Nushagak,0
1986,1994,3,4,Nushagak,0
1987,1989,0,1,Nushagak,0
1987,1990,0,2,Nushagak,174615
1987,1991,0,3,Nushagak,667893
1987,1992,0,4,Nushagak,217691
1987,1993,0,5,Nushagak,0
1987,1990,1,1,Nushagak,0
1987,1991,1,2,Nushagak,32994
1987,1992,1,3,Nushagak,660535
1987,1993,1,4,Nushagak,122522
1987,1994,1,5,Nushagak,0
1987,1991,2,1,Nushagak,0
1987,1992,2,2,Nushagak,15735
1987,1993,2,3,Nushagak,11517
1987,1994,2,4,Nushagak,1955
1987,1992,3,1,Nushagak,0
1987,1993,3,2,Nushagak,0
1987,1994,3,3,Nushagak,0
1987,1995,3,4,Nushagak,0
1988,1990,0,1,Nushagak,0
1988,1991,0,2,Nushagak,53520
1988,1992,0,3,Nushagak,450950
1988,1993,0,4,Nushagak,110430
1988,1994,0,5,Nushagak,0
1988,1991,1,1,Nushagak,0
1988,1992,1,2,Nushagak,206199
1988,1993,1,3,Nushagak,1651453
1988,1994,1,4,Nushagak,72229
1988,1995,1,5,Nushagak,0
1988,1992,2,1,Nushagak,0
1988,1993,2,2,Nushagak,5343
1988,1994,2,3,Nushagak,7214
1988,1995,2,4,Nushagak,0
1988,1993,3,1,Nushagak,0
1988,1994,3,2,Nushagak,0
1988,1995,3,3,Nushagak,0
1988,1996,3,4,Nushagak,0
1989,1991,0,1,Nushagak,0
1989,1992,0,2,Nushagak,87497
1989,1993,0,3,Nushagak,463980
1989,1994,0,4,Nushagak,19981
1989,1995,0,5,Nushagak,0
1989,1992,1,1,Nushagak,0
1989,1993,1,2,Nushagak,105904
1989,1994,1,3,Nushagak,693606
1989,1995,1,4,Nushagak,22475
1989,1996,1,5,Nushagak,0
1989,1993,2,1,Nushagak,0
1989,1994,2,2,Nushagak,1126
1989,1995,2,3,Nushagak,3920
1989,1996,2,4,Nushagak,0
1989,1994,3,1,Nushagak,0
1989,1995,3,2,Nushagak,232
1989,1996,3,3,Nushagak,0
1989,1997,3,4,Nushagak,0
1990,1992,0,1,Nushagak,0
1990,1993,0,2,Nushagak,108080
1990,1994,0,3,Nushagak,588590
1990,1995,0,4,Nushagak,113335
1990,1996,0,5,Nushagak,0
1990,1993,1,1,Nushagak,0
1990,1994,1,2,Nushagak,37828
1990,1995,1,3,Nushagak,292042
1990,1996,1,4,Nushagak,8433
1990,1997,1,5,Nushagak,0
1990,1994,2,1,Nushagak,0
1990,1995,2,2,Nushagak,13239
1990,1996,2,3,Nushagak,21791
1990,1997,2,4,Nushagak,5910
1990,1995,3,1,Nushagak,0
1990,1996,3,2,Nushagak,0
1990,1997,3,3,Nushagak,0
1990,1998,3,4,Nushagak,0
1991,1993,0,1,Nushagak,0
1991,1994,0,2,Nushagak,13534
1991,1995,0,3,Nushagak,138116
1991,1996,0,4,Nushagak,4627
1991,1997,0,5,Nushagak,0
1991,1994,1,1,Nushagak,401
1991,1995,1,2,Nushagak,124515
1991,1996,1,3,Nushagak,1073215
1991,1997,1,4,Nushagak,124084
1991,1998,1,5,Nushagak,0
1991,1995,2,1,Nushagak,189
1991,1996,2,2,Nushagak,2430
1991,1997,2,3,Nushagak,10371
1991,1998,2,4,Nushagak,0
1991,1996,3,1,Nushagak,0
1991,1997,3,2,Nushagak,0
1991,1998,3,3,Nushagak,0
1991,1999,3,4,Nushagak,0
1992,1994,0,1,Nushagak,0
1992,1995,0,2,Nushagak,102933
1992,1996,0,3,Nushagak,340638
1992,1997,0,4,Nushagak,1047
1992,1998,0,5,Nushagak,0
1992,1995,1,1,Nushagak,0
1992,1996,1,2,Nushagak,130535
1992,1997,1,3,Nushagak,567660
1992,1998,1,4,Nushagak,56242
1992,1999,1,5,Nushagak,0
1992,1996,2,1,Nushagak,0
1992,1997,2,2,Nushagak,9027
1992,1998,2,3,Nushagak,4493
1992,1999,2,4,Nushagak,0
1992,1997,3,1,Nushagak,0
1992,1998,3,2,Nushagak,0
1992,1999,3,3,Nushagak,0
1992,2000,3,4,Nushagak,0
1993,1995,0,1,Nushagak,0
1993,1996,0,2,Nushagak,41501
1993,1997,0,3,Nushagak,49450
1993,1998,0,4,Nushagak,0
1993,1999,0,5,Nushagak,0
1993,1996,1,1,Nushagak,0
1993,1997,1,2,Nushagak,48386
1993,1998,1,3,Nushagak,828615
1993,1999,1,4,Nushagak,102422
1993,2000,1,5,Nushagak,0
1993,1997,2,1,Nushagak,0
1993,1998,2,2,Nushagak,773
1993,1999,2,3,Nushagak,3132
1993,2000,2,4,Nushagak,0
1993,1998,3,1,Nushagak,0
1993,1999,3,2,Nushagak,0
1993,2000,3,3,Nushagak,0
1993,2001,3,4,Nushagak,0
1994,1996,0,1,Nushagak,0
1994,1997,0,2,Nushagak,1504
1994,1998,0,3,Nushagak,28616
1994,1999,0,4,Nushagak,0
1994,2000,0,5,Nushagak,0
1994,1997,1,1,Nushagak,207
1994,1998,1,2,Nushagak,70182
1994,1999,1,3,Nushagak,277738
1994,2000,1,4,Nushagak,7774
1994,2001,1,5,Nushagak,0
1994,1998,2,1,Nushagak,0
1994,1999,2,2,Nushagak,5625
1994,2000,2,3,Nushagak,34269
1994,2001,2,4,Nushagak,0
1994,1999,3,1,Nushagak,0
1994,2000,3,2,Nushagak,0
1994,2001,3,3,Nushagak,0
1994,2002,3,4,Nushagak,0
1995,1997,0,1,Nushagak,0
1995,1998,0,2,Nushagak,2076
1995,1999,0,3,Nushagak,0
1995,2000,0,4,Nushagak,0
1995,2001,0,5,Nushagak,0
1995,1998,1,1,Nushagak,563
1995,1999,1,2,Nushagak,62891
1995,2000,1,3,Nushagak,925449
1995,2001,1,4,Nushagak,186962
1995,2002,1,5,Nushagak,0
1995,1999,2,1,Nushagak,0
1995,2000,2,2,Nushagak,13338
1995,2001,2,3,Nushagak,7199
1995,2002,2,4,Nushagak,0
1995,2000,3,1,Nushagak,0
1995,2001,3,2,Nushagak,0
1995,2002,3,3,Nushagak,0
1995,2003,3,4,Nushagak,0
1996,1998,0,1,Nushagak,0
1996,1999,0,2,Nushagak,0
1996,2000,0,3,Nushagak,0
1996,2001,0,4,Nushagak,0
1996,2002,0,5,Nushagak,0
1996,1999,1,1,Nushagak,0
1996,2000,1,2,Nushagak,363788
1996,2001,1,3,Nushagak,1857241
1996,2002,1,4,Nushagak,99273
1996,2003,1,5,Nushagak,0
1996,2000,2,1,Nushagak,0
1996,2001,2,2,Nushagak,4811
1996,2002,2,3,Nushagak,10398
1996,2003,2,4,Nushagak,0
1996,2001,3,1,Nushagak,0
1996,2002,3,2,Nushagak,0
1996,2003,3,3,Nushagak,0
1996,2004,3,4,Nushagak,0
1997,1999,0,1,Nushagak,0
1997,2000,0,2,Nushagak,0
1997,2001,0,3,Nushagak,0
1997,2002,0,4,Nushagak,0
1997,2003,0,5,Nushagak,0
1997,2000,1,1,Nushagak,0
1997,2001,1,2,Nushagak,37572
1997,2002,1,3,Nushagak,423105
1997,2003,1,4,Nushagak,27112
1997,2004,1,5,Nushagak,3142
1997,2001,2,1,Nushagak,0
1997,2002,2,2,Nushagak,4075
1997,2003,2,3,Nushagak,49296
1997,2004,2,4,Nushagak,0
1997,2002,3,1,Nushagak,0
1997,2003,3,2,Nushagak,0
1997,2004,3,3,Nushagak,0
1997,2005,3,4,Nushagak,0
1998,2000,0,1,Nushagak,0
1998,2001,0,2,Nushagak,0
1998,2002,0,3,Nushagak,0
1998,2003,0,4,Nushagak,0
1998,2004,0,5,Nushagak,0
1998,2001,1,1,Nushagak,0
1998,2002,1,2,Nushagak,154934
1998,2003,1,3,Nushagak,2237869
1998,2004,1,4,Nushagak,207961
1998,2005,1,5,Nushagak,0
1998,2002,2,1,Nushagak,0
1998,2003,2,2,Nushagak,7352
1998,2004,2,3,Nushagak,57380
1998,2005,2,4,Nushagak,0
1998,2003,3,1,Nushagak,0
1998,2004,3,2,Nushagak,0
1998,2005,3,3,Nushagak,0
1998,2006,3,4,Nushagak,0
1999,2001,0,1,Nushagak,0
1999,2002,0,2,Nushagak,0
1999,2003,0,3,Nushagak,0
1999,2004,0,4,Nushagak,0
1999,2005,0,5,Nushagak,0
1999,2002,1,1,Nushagak,0
1999,2003,1,2,Nushagak,88031
1999,2004,1,3,Nushagak,1540403
1999,2005,1,4,Nushagak,77948
1999,2006,1,5,Nushagak,0
1999,2003,2,1,Nushagak,0
1999,2004,2,2,Nushagak,13098
1999,2005,2,3,Nushagak,34236
1999,2006,2,4,Nushagak,0
1999,2004,3,1,Nushagak,0
1999,2005,3,2,Nushagak,0
1999,2006,3,3,Nushagak,0
1999,2007,3,4,Nushagak,0
2000,2002,0,1,Nushagak,0
2000,2003,0,2,Nushagak,0
2000,2004,0,3,Nushagak,0
2000,2005,0,4,Nushagak,0
2000,2006,0,5,Nushagak,0
2000,2003,1,1,Nushagak,0
2000,2004,1,2,Nushagak,240485
2000,2005,1,3,Nushagak,3299220
2000,2006,1,4,Nushagak,389773
2000,2007,1,5,Nushagak,1084
2000,2004,2,1,Nushagak,0
2000,2005,2,2,Nushagak,5167
2000,2006,2,3,Nushagak,16590
2000,2007,2,4,Nushagak,4222
2000,2005,3,1,Nushagak,0
2000,2006,3,2,Nushagak,0
2000,2007,3,3,Nushagak,0
2000,2008,3,4,Nushagak,0
2001,2003,0,1,Nushagak,0
2001,2004,0,2,Nushagak,0
2001,2005,0,3,Nushagak,0
2001,2006,0,4,Nushagak,6429
2001,2007,0,5,Nushagak,0
2001,2004,1,1,Nushagak,0
2001,2005,1,2,Nushagak,256405
2001,2006,1,3,Nushagak,2525696
2001,2007,1,4,Nushagak,258150
2001,2008,1,5,Nushagak,363
2001,2005,2,1,Nushagak,0
2001,2006,2,2,Nushagak,5094
2001,2007,2,3,Nushagak,24507
2001,2008,2,4,Nushagak,0
2001,2006,3,1,Nushagak,0
2001,2007,3,2,Nushagak,0
2001,2008,3,3,Nushagak,0
2001,2009,3,4,Nushagak,0
2002,2004,0,1,Nushagak,0
2002,2005,0,2,Nushagak,0
2002,2006,0,3,Nushagak,38496
2002,2007,0,4,Nushagak,0
2002,2008,0,5,Nushagak,0
2002,2005,1,1,Nushagak,0
2002,2006,1,2,Nushagak,192085
2002,2007,1,3,Nushagak,1783792
2002,2008,1,4,Nushagak,68193
2002,2009,1,5,Nushagak,0
2002,2006,2,1,Nushagak,0
2002,2007,2,2,Nushagak,30928
2002,2008,2,3,Nushagak,7787
2002,2009,2,4,Nushagak,0
2002,2007,3,1,Nushagak,0
2002,2008,3,2,Nushagak,0
2002,2009,3,3,Nushagak,0
2002,2010,3,4,Nushagak,0
2003,2005,0,1,Nushagak,0
2003,2006,0,2,Nushagak,8269
2003,2007,0,3,Nushagak,0
2003,2008,0,4,Nushagak,18884
2003,2009,0,5,Nushagak,0
2003,2006,1,1,Nushagak,0
2003,2007,1,2,Nushagak,396387
2003,2008,1,3,Nushagak,1230046
2003,2009,1,4,Nushagak,192828
2003,2010,1,5,Nushagak,0
2003,2007,2,1,Nushagak,0
2003,2008,2,2,Nushagak,0
2003,2009,2,3,Nushagak,16901
2003,2010,2,4,Nushagak,0
2003,2008,3,1,Nushagak,0
2003,2009,3,2,Nushagak,0
2003,2010,3,3,Nushagak,0
2003,2011,3,4,Nushagak,0
2004,2006,0,1,Nushagak,0
2004,2007,0,2,Nushagak,0
2004,2008,0,3,Nushagak,55992
2004,2009,0,4,Nushagak,0
2004,2010,0,5,Nushagak,0
2004,2007,1,1,Nushagak,0
2004,2008,1,2,Nushagak,160719
2004,2009,1,3,Nushagak,1156550
2004,2010,1,4,Nushagak,72574
2004,2011,1,5,Nushagak,0
2004,2008,2,1,Nushagak,0
2004,2009,2,2,Nushagak,4828
2004,2010,2,3,Nushagak,13032
2004,2011,2,4,Nushagak,0
2004,2009,3,1,Nushagak,0
2004,2010,3,2,Nushagak,0
2004,2011,3,3,Nushagak,0
2004,2012,3,4,Nushagak,0
2005,2007,0,1,Nushagak,0
2005,2008,0,2,Nushagak,4273
2005,2009,0,3,Nushagak,0
2005,2010,0,4,Nushagak,8550
2005,2011,0,5,Nushagak,0
2005,2008,1,1,Nushagak,2387
2005,2009,1,2,Nushagak,303869
2005,2010,1,3,Nushagak,826261
2005,2011,1,4,Nushagak,36706
2005,2012,1,5,Nushagak,0
2005,2009,2,1,Nushagak,0
2005,2010,2,2,Nushagak,7976
2005,2011,2,3,Nushagak,19987
2005,2012,2,4,Nushagak,0
2005,2010,3,1,Nushagak,0
2005,2011,3,2,Nushagak,0
2005,2012,3,3,Nushagak,0
2005,2013,3,4,Nushagak,0
2006,2008,0,1,Nushagak,0
2006,2009,0,2,Nushagak,0
2006,2010,0,3,Nushagak,6070
2006,2011,0,4,Nushagak,1429
2006,2012,0,5,Nushagak,0
2006,2009,1,1,Nushagak,0
2006,2010,1,2,Nushagak,95890
2006,2011,1,3,Nushagak,976883
2006,2012,1,4,Nushagak,93034
2006,2013,1,5,Nushagak,0
2006,2010,2,1,Nushagak,0
2006,2011,2,2,Nushagak,5166
2006,2012,2,3,Nushagak,6533
2006,2013,2,4,Nushagak,0
2006,2011,3,1,Nushagak,0
2006,2012,3,2,Nushagak,0
2006,2013,3,3,Nushagak,0
2006,2014,3,4,Nushagak,0
2007,2009,0,1,Nushagak,0
2007,2010,0,2,Nushagak,4215
2007,2011,0,3,Nushagak,51951
2007,2012,0,4,Nushagak,9733
2007,2013,0,5,Nushagak,0
2007,2010,1,1,Nushagak,1034
2007,2011,1,2,Nushagak,30183
2007,2012,1,3,Nushagak,669684
2007,2013,1,4,Nushagak,54735
2007,2014,1,5,Nushagak,0
2007,2011,2,1,Nushagak,0
2007,2012,2,2,Nushagak,0
2007,2013,2,3,Nushagak,6392
2007,2014,2,4,Nushagak,0
2007,2012,3,1,Nushagak,0
2007,2013,3,2,Nushagak,0
2007,2014,3,3,Nushagak,0
2007,2015,3,4,Nushagak,0
2008,2010,0,1,Nushagak,0
2008,2011,0,2,Nushagak,0
2008,2012,0,3,Nushagak,9581
2008,2013,0,4,Nushagak,0
2008,2014,0,5,Nushagak,0
2008,2011,1,1,Nushagak,1273
2008,2012,1,2,Nushagak,158802
2008,2013,1,3,Nushagak,1802731
2008,2014,1,4,Nushagak,142868
2008,2015,1,5,Nushagak,0
2008,2012,2,1,Nushagak,0
2008,2013,2,2,Nushagak,4634
2008,2014,2,3,Nushagak,12653
2008,2015,2,4,Nushagak,0
2008,2013,3,1,Nushagak,0
2008,2014,3,2,Nushagak,0
2008,2015,3,3,Nushagak,0
2008,2016,3,4,Nushagak,NA
2009,2011,0,1,Nushagak,0
2009,2012,0,2,Nushagak,976
2009,2013,0,3,Nushagak,11203
2009,2014,0,4,Nushagak,3421
2009,2015,0,5,Nushagak,0
2009,2012,1,1,Nushagak,627
2009,2013,1,2,Nushagak,97615
2009,2014,1,3,Nushagak,1170021
2009,2015,1,4,Nushagak,25723
2009,2016,1,5,Nushagak,NA
2009,2013,2,1,Nushagak,0
2009,2014,2,2,Nushagak,4832
2009,2015,2,3,Nushagak,0
2009,2016,2,4,Nushagak,NA
2009,2014,3,1,Nushagak,0
2009,2015,3,2,Nushagak,0
2009,2016,3,3,Nushagak,NA
2009,2017,3,4,Nushagak,NA
2010,2012,0,1,Nushagak,0
2010,2013,0,2,Nushagak,0
2010,2014,0,3,Nushagak,4648
2010,2015,0,4,Nushagak,0
2010,2016,0,5,Nushagak,NA
2010,2013,1,1,Nushagak,0
2010,2014,1,2,Nushagak,207199
2010,2015,1,3,Nushagak,2016435
2010,2016,1,4,Nushagak,NA
2010,2017,1,5,Nushagak,NA
2010,2014,2,1,Nushagak,0
2010,2015,2,2,Nushagak,1903
2010,2016,2,3,Nushagak,NA
2010,2017,2,4,Nushagak,NA
2010,2015,3,1,Nushagak,0
2010,2016,3,2,Nushagak,NA
2010,2017,3,3,Nushagak,NA
2010,2018,3,4,Nushagak,NA
2011,2013,0,1,Nushagak,0
2011,2014,0,2,Nushagak,0
2011,2015,0,3,Nushagak,17185
2011,2016,0,4,Nushagak,NA
2011,2017,0,5,Nushagak,NA
2011,2014,1,1,Nushagak,0
2011,2015,1,2,Nushagak,191473
2011,2016,1,3,Nushagak,NA
2011,2017,1,4,Nushagak,NA
2011,2018,1,5,Nushagak,NA
2011,2015,2,1,Nushagak,0
2011,2016,2,2,Nushagak,NA
2011,2017,2,3,Nushagak,NA
2011,2018,2,4,Nushagak,NA
2011,2016,3,1,Nushagak,NA
2011,2017,3,2,Nushagak,NA
2011,2018,3,3,Nushagak,NA
2011,2019,3,4,Nushagak,NA
2012,2014,0,1,Nushagak,0
2012,2015,0,2,Nushagak,0
2012,2016,0,3,Nushagak,NA
2012,2017,0,4,Nushagak,NA
2012,2018,0,5,Nushagak,NA
2012,2015,1,1,Nushagak,0
2012,2016,1,2,Nushagak,NA
2012,2017,1,3,Nushagak,NA
2012,2018,1,4,Nushagak,NA
2012,2019,1,5,Nushagak,NA
2012,2016,2,1,Nushagak,NA
2012,2017,2,2,Nushagak,NA
2012,2018,2,3,Nushagak,NA
2012,2019,2,4,Nushagak,NA
2012,2017,3,1,Nushagak,NA
2012,2018,3,2,Nushagak,NA
2012,2019,3,3,Nushagak,NA
2012,2020,3,4,Nushagak,NA
2013,2015,0,1,Nushagak,0
2013,2016,0,2,Nushagak,NA
2013,2017,0,3,Nushagak,NA
2013,2018,0,4,Nushagak,NA
2013,2019,0,5,Nushagak,NA
2013,2016,1,1,Nushagak,NA
2013,2017,1,2,Nushagak,NA
2013,2018,1,3,Nushagak,NA
2013,2019,1,4,Nushagak,NA
